Store,Holiday_Flag,Temperature,Fuel_Price,CPI,Unemployment,Year,Month,Week,DayOfWeek,IsWeekend,lag_1,lag_2,lag_4,rolling_mean_4,rolling_mean_12
1,0,79.94,3.526,216.0410526,7.962,2011,9,37,4,0,1540471.24,1550229.22,1530761.43,1521538.8375,1491847.5541666665
1,0,75.8,3.467,216.3758246,7.962,2011,9,38,4,0,1514259.78,1540471.24,1464693.46,1517413.425,1498133.3566666667
1,0,79.69,3.355,216.7105965,7.962,2011,9,39,4,0,1380020.27,1514259.78,1550229.22,1496245.1275,1489090.205
1,0,69.31,3.285,217.0453684,7.866,2011,10,40,4,0,1394561.83,1380020.27,1540471.24,1457328.28,1477399.5541666665
1,0,71.74,3.274,217.3552733,7.866,2011,10,41,4,0,1630989.95,1394561.83,1514259.78,1479957.9575,1492055.3858333335
1,0,63.71,3.353,217.5159762,7.866,2011,10,42,4,0,1493525.93,1630989.95,1380020.27,1474774.4949999999,1500105.3116666668
1,0,66.57,3.372,217.6766791,7.866,2011,10,43,4,0,1502562.78,1493525.93,1394561.83,1505410.1225,1512633.8941666668
1,0,54.98,3.332,217.837382,7.866,2011,11,44,4,0,1445249.09,1502562.78,1630989.95,1518081.9375,1497706.0058333334
1,0,59.11,3.297,217.9980849,7.866,2011,11,45,4,0,1697229.58,1445249.09,1493525.93,1534641.845,1512046.2133333331
1,0,62.25,3.308,218.2205088,7.866,2011,11,46,4,0,1594938.89,1697229.58,1502562.78,1559995.085,1517394.335
1,1,60.14,3.236,218.4676211,7.866,2011,11,47,4,0,1539483.7,1594938.89,1445249.09,1569225.315,1523626.8549999997
1,0,48.91,3.172,218.7147333,7.866,2011,12,48,4,0,2033320.66,1539483.7,1697229.58,1716243.2075,1563884.4749999999
1,0,43.93,3.158,218.9618456,7.866,2011,12,49,4,0,1584083.95,2033320.66,1594938.89,1687956.8,1567518.8675
1,0,51.63,3.159,219.1794533,7.866,2011,12,50,4,0,1799682.38,1584083.95,1539483.7,1739142.6725,1591304.0841666667
1,0,47.96,3.112,219.3577216,7.866,2011,12,51,4,0,1881176.67,1799682.38,2033320.66,1824565.915,1633067.1175
1,1,44.55,3.129,219.5359898,7.866,2011,12,52,4,0,2270188.99,1881176.67,1584083.95,1883782.9975,1706036.0475
1,0,49.01,3.157,219.7142581,7.348,2012,1,1,4,0,1497462.72,2270188.99,1799682.38,1862127.69,1694908.7783333333
1,0,48.53,3.261,219.8925263,7.348,2012,1,2,4,0,1550369.92,1497462.72,1881176.67,1799799.575,1699645.7775
1,0,54.11,3.268,219.9856893,7.348,2012,1,3,4,0,1459601.17,1550369.92,2270188.99,1694405.7,1696065.6433333333
1,0,54.26,3.29,220.0788523,7.348,2012,1,4,4,0,1394393.84,1459601.17,1497462.72,1475456.9125,1691827.7058333333
1,0,56.55,3.36,220.1720153,7.348,2012,2,5,4,0,1319325.59,1394393.84,1550369.92,1430922.6300000001,1660335.7066666668
1,1,48.02,3.409,220.2651783,7.348,2012,2,6,4,0,1636339.65,1319325.59,1459601.17,1452415.0625,1663785.7700000003
1,0,45.32,3.51,220.4257586,7.348,2012,2,7,4,0,1802477.43,1636339.65,1394393.84,1538134.1275,1685701.9141666668
1,0,57.25,3.555,220.636902,7.348,2012,2,8,4,0,1819870.0,1802477.43,1319325.59,1644503.1675,1667914.3591666669
1,0,60.96,3.63,220.8480454,7.348,2012,3,9,4,0,1539387.83,1819870.0,1636339.65,1699518.7275,1664189.6825
1,0,58.76,3.669,221.0591887,7.348,2012,3,10,4,0,1688420.76,1539387.83,1802477.43,1712539.0050000001,1654917.8808333334
1,0,64.74,3.734,221.2118132,7.348,2012,3,11,4,0,1675431.16,1688420.76,1819870.0,1680777.4375,1637772.4216666669
1,0,65.93,3.787,221.2864126,7.348,2012,3,12,4,0,1677472.78,1675431.16,1539387.83,1645178.1324999998,1588379.4041666666
1,0,67.61,3.845,221.3610119,7.348,2012,3,13,4,0,1511068.07,1677472.78,1688420.76,1638098.1925,1589513.1833333333
1,0,70.43,3.891,221.4356112,7.143,2012,4,14,4,0,1649604.63,1511068.07,1675431.16,1628394.16,1597782.7424999997
1,0,69.07,3.891,221.5102105,7.143,2012,4,15,4,0,1899676.88,1649604.63,1677472.78,1684455.59,1634455.7183333335
1,0,66.76,3.877,221.5640737,7.143,2012,4,16,4,0,1621031.7,1899676.88,1511068.07,1670345.32,1653342.2066666668
1,0,67.23,3.814,221.6179368,7.143,2012,4,17,4,0,1521577.87,1621031.7,1649604.63,1672972.77,1670196.5633333335
1,0,75.55,3.749,221.6718,7.143,2012,5,18,4,0,1468928.37,1521577.87,1899676.88,1627803.705,1656245.623333333
1,0,73.77,3.688,221.7256632,7.143,2012,5,19,4,0,1684519.99,1468928.37,1621031.7,1574014.4825,1646415.8366666667
1,0,70.33,3.63,221.742674,7.143,2012,5,20,4,0,1611096.05,1684519.99,1521577.87,1571530.57,1629018.0075
1,0,77.22,3.561,221.744944,7.143,2012,5,21,4,0,1595901.87,1611096.05,1468928.37,1590111.57,1633727.5108333332
1,0,77.95,3.501,221.7472139,7.143,2012,6,22,4,0,1555444.55,1595901.87,1684519.99,1611740.615,1622646.16
1,0,78.3,3.452,221.7494839,7.143,2012,6,23,4,0,1624477.58,1555444.55,1611096.05,1596730.0125000002,1618400.0283333333
1,0,79.35,3.393,221.7626421,7.143,2012,6,24,4,0,1697230.96,1624477.58,1595901.87,1618263.74,1620046.5433333337
1,0,78.39,3.346,221.8030211,7.143,2012,6,25,4,0,1630607.0,1697230.96,1555444.55,1626940.0225,1630008.1208333336
1,0,84.88,3.286,221.8434,7.143,2012,6,26,4,0,1527845.81,1630607.0,1624477.58,1620040.3375,1619861.5525
1,0,81.57,3.227,221.8837789,6.908,2012,7,27,4,0,1540421.49,1527845.81,1697230.96,1599026.315,1589923.6033333333
1,0,77.12,3.256,221.9241579,6.908,2012,7,28,4,0,1769854.16,1540421.49,1630607.0,1617182.115,1602325.4749999999
1,0,80.42,3.311,221.9327267,6.908,2012,7,29,4,0,1527014.04,1769854.16,1527845.81,1591283.875,1602778.4891666665
1,0,82.66,3.407,221.9412954,6.908,2012,7,30,4,0,1497954.76,1527014.04,1540421.49,1583811.1124999998,1605197.3550000002
1,0,86.11,3.417,221.9498642,6.908,2012,8,31,4,0,1439123.71,1497954.76,1769854.16,1558486.6675,1584747.665
2,0,66.98,2.78,210.0505833,8.2,2010,4,17,4,0,1821990.93,1874957.94,2066187.72,1929456.45,1971661.5975000001
2,0,71.28,2.835,210.0011018,8.2,2010,5,18,4,0,1802450.29,1821990.93,1954689.21,1863522.0925,1943783.3333333333
2,0,73.31,2.854,209.9984585,8.2,2010,5,19,4,0,2042581.71,1802450.29,1874957.94,1885495.2175,1935847.6841666668
2,0,74.83,2.826,210.2768443,8.2,2010,5,20,4,0,1880752.36,2042581.71,1821990.93,1886943.8224999998,1915539.4191666667
2,0,81.13,2.759,210.5552301,8.2,2010,5,21,4,0,1896937.1,1880752.36,1802450.29,1905680.365,1918192.7383333333
2,0,81.81,2.705,210.833616,8.2,2010,6,22,4,0,1957113.89,1896937.1,2042581.71,1944346.265,1915367.8016666665
2,0,83.4,2.668,211.1120018,8.2,2010,6,23,4,0,2102539.93,1957113.89,1880752.36,1959335.82,1924705.814166667
2,0,85.81,2.637,211.1096543,8.2,2010,6,24,4,0,2025538.76,2102539.93,1896937.1,1995532.42,1931328.1375
2,0,86.26,2.653,210.9950134,8.2,2010,6,25,4,0,2001636.96,2025538.76,1957113.89,2021707.385,1952281.4000000001
2,0,82.74,2.669,210.8803726,8.099,2010,7,26,4,0,1939927.09,2001636.96,2102539.93,2017410.685,1941759.6808333334
2,0,82.59,2.642,210.7657317,8.099,2010,7,27,4,0,2003940.64,1939927.09,2025538.76,1992760.8625,1945863.9666666668
2,0,85.32,2.623,210.7577954,8.099,2010,7,28,4,0,1880902.62,2003940.64,2001636.96,1956601.8275000001,1946359.3566666665
2,0,87.66,2.608,210.8921319,8.099,2010,7,29,4,0,1845879.79,1880902.62,1939927.09,1917662.5350000001,1948350.095
2,0,83.49,2.64,211.0264684,8.099,2010,7,30,4,0,1781717.71,1845879.79,2003940.64,1878110.1900000002,1946622.38
2,0,89.53,2.627,211.1608049,8.099,2010,8,31,4,0,1804246.16,1781717.71,1880902.62,1828186.5699999998,1926761.0841666665
2,0,89.05,2.692,211.2951413,8.099,2010,8,32,4,0,1991909.98,1804246.16,1845879.79,1855938.41,1936024.2191666665
2,0,88.7,2.664,211.2596586,8.099,2010,8,33,4,0,1895601.05,1991909.98,1781717.71,1868368.7249999999,1935912.8816666668
2,0,87.12,2.619,211.2241759,8.099,2010,8,34,4,0,1964335.23,1895601.05,1804246.16,1914023.105,1936514.6600000001
2,0,81.83,2.577,211.1886931,8.099,2010,9,35,4,0,1863840.49,1964335.23,1991909.98,1928921.6875,1916623.04
2,1,79.09,2.565,211.1532104,8.099,2010,9,36,4,0,1904608.09,1863840.49,1895601.05,1907096.215,1906545.4841666666
2,0,82.05,2.582,211.1806415,8.099,2010,9,37,4,0,1839128.83,1904608.09,1964335.23,1892978.1600000001,1893003.14
2,0,81.79,2.624,211.2552578,8.099,2010,9,38,4,0,1793903.6,1839128.83,1863840.49,1850370.2525,1880834.5158333334
2,0,69.24,2.603,211.3298742,8.163,2010,10,39,4,0,1724557.22,1793903.6,1904608.09,1815549.435,1857552.5641666667
2,0,63.19,2.633,211.4044906,8.163,2010,10,40,4,0,1827440.43,1724557.22,1839128.83,1796257.52,1853097.3816666668
2,0,65.8,2.72,211.4713286,8.163,2010,10,41,4,0,1849921.44,1827440.43,1793903.6,1798955.6724999999,1853434.1858333333
2,0,68.5,2.725,211.5187208,8.163,2010,10,42,4,0,1794355.49,1849921.44,1724557.22,1799068.645,1854487.3341666667
2,0,66.24,2.716,211.5661131,8.163,2010,10,43,4,0,1737947.64,1794355.49,1827440.43,1802416.2499999998,1848962.4575000003
2,0,57.85,2.689,211.6135053,8.163,2010,11,44,4,0,1802755.11,1737947.64,1849921.44,1796244.92,1833199.5516666668
2,0,59.69,2.728,211.6608975,8.163,2010,11,45,4,0,1939061.41,1802755.11,1794355.49,1818529.9125,1836821.2483333333
2,0,50.81,2.771,211.5470304,8.163,2010,11,46,4,0,1916812.74,1939061.41,1737947.64,1849144.225,1832861.0408333333
2,1,62.98,2.735,211.4062867,8.163,2010,11,47,4,0,1956739.17,1916812.74,1802755.11,1903842.1075,1840602.5975000001
2,0,49.33,2.708,211.265543,8.163,2010,12,48,4,0,2658725.29,1956739.17,1939061.41,2117834.6525,1903445.6975
2,0,45.5,2.843,211.1247993,8.163,2010,12,49,4,0,2015781.27,2658725.29,1916812.74,2137014.6174999997,1918166.7341666666
2,0,47.55,2.869,211.0645458,8.163,2010,12,50,4,0,2378726.55,2015781.27,1956739.17,2252493.07,1966901.9799999997
2,0,49.97,2.886,211.0646599,8.163,2010,12,51,4,0,2609166.75,2378726.55,2658725.29,2415599.965,2040619.4408333332
2,1,47.3,2.943,211.064774,8.163,2010,12,52,4,0,3436007.68,2609166.75,2015781.27,2609920.5625,2174666.7116666664
2,0,44.69,2.976,211.0648881,8.028,2011,1,1,4,0,1750434.55,3436007.68,2378726.55,2543583.8825000003,2166376.1374999997
2,0,33.02,2.983,211.1176713,8.028,2011,1,2,4,0,1758050.79,1750434.55,2609166.75,2388414.9425,2163350.745833333
2,0,41.4,3.016,211.4864691,8.028,2011,1,3,4,0,1744193.58,1758050.79,3436007.68,2172171.65,2163871.240833333
2,0,42.83,3.01,211.8552668,8.028,2011,1,4,4,0,1751384.9,1744193.58,1750434.55,1751015.955,2159590.39
2,0,38.25,2.989,212.2240646,8.028,2011,2,5,4,0,1695371.68,1751384.9,1758050.79,1737250.2374999998,2139282.9125
2,1,33.19,3.022,212.5928624,8.028,2011,2,6,4,0,1929346.23,1695371.68,1744193.58,1780074.0975,2140327.37
2,0,57.83,3.045,212.9033115,8.028,2011,2,7,4,0,2168041.61,1929346.23,1751384.9,1886036.105,2157935.9066666667
2,0,60.8,3.065,213.190421,8.028,2011,2,8,4,0,2080884.82,2168041.61,1695371.68,1968411.085,2109782.5341666667
2,0,57.77,3.288,213.4775305,8.028,2011,3,9,4,0,1833511.08,2080884.82,1929346.23,2002945.935,2094593.3516666668
2,0,52.7,3.459,213.7646401,8.028,2011,3,10,4,0,1981607.78,1833511.08,2168041.61,2016011.3225,2061500.1208333333
2,0,62.32,3.488,214.0156238,8.028,2011,3,11,4,0,1879107.31,1981607.78,2080884.82,1943777.7475,2000661.8341666667
2,0,69.42,3.473,214.2521573,8.028,2011,3,12,4,0,1902557.66,1879107.31,1833511.08,1899195.9575,1872874.3325000003
2,0,55.43,3.524,214.4886908,7.931,2011,4,13,4,0,1766162.05,1902557.66,1981607.78,1882358.7000000002,1874184.9574999998
2,0,67.0,3.622,214.7252242,7.931,2011,4,14,4,0,1800171.36,1766162.05,1879107.31,1836999.595,1877695.0050000001
2,0,69.48,3.743,214.9420631,7.931,2011,4,15,4,0,1847552.61,1800171.36,1902557.66,1829110.9200000002,1886308.2575
2,0,69.39,3.807,215.1096657,7.931,2011,4,16,4,0,1856467.84,1847552.61,1766162.05,1817588.465,1895065.1691666667
2,0,69.21,3.81,215.2772683,7.931,2011,4,17,4,0,1886339.6,1856467.84,1800171.36,1847632.8525000003,1910979.1624999999
2,0,61.48,3.906,215.4448709,7.931,2011,5,18,4,0,1745545.28,1886339.6,1847552.61,1833976.3325,1895662.4166666667
2,0,74.61,3.899,215.6124735,7.931,2011,5,19,4,0,1837743.6,1745545.28,1856467.84,1831524.08,1868137.5825000003
2,0,67.14,3.907,215.3834778,7.931,2011,5,20,4,0,1838513.07,1837743.6,1886339.6,1827035.3875000002,1847939.9366666668
2,0,76.42,3.786,215.1544822,7.931,2011,5,21,4,0,1688281.86,1838513.07,1745545.28,1777520.9525000001,1835837.5016666667
2,0,83.07,3.699,214.9254865,7.931,2011,6,22,4,0,1797732.56,1688281.86,1837743.6,1790567.7725000002,1820514.5666666667
2,0,83.4,3.648,214.6964908,7.931,2011,6,23,4,0,1933756.21,1797732.56,1838513.07,1814570.925,1825068.6416666666
2,0,86.53,3.637,214.6513538,7.931,2011,6,24,4,0,1929153.16,1933756.21,1688281.86,1837230.9475,1827284.9333333333
2,0,85.17,3.594,214.7441108,7.931,2011,6,25,4,0,1953771.99,1929153.16,1797732.56,1903603.48,1842919.095
2,0,85.69,3.524,214.8368678,7.852,2011,7,26,4,0,1790925.8,1953771.99,1933756.21,1901901.79,1842148.6316666666
2,0,87.7,3.48,214.9296249,7.852,2011,7,27,4,0,1866243.0,1790925.8,1929153.16,1885023.4875,1843706.1641666666
2,0,89.83,3.575,215.0134426,7.852,2011,7,28,4,0,1853161.99,1866243.0,1953771.99,1866025.6949999998,1843430.6766666668
2,0,89.34,3.651,215.0749122,7.852,2011,7,29,4,0,1785187.29,1853161.99,1790925.8,1823879.52,1835001.3175000001
2,0,90.07,3.682,215.1363819,7.852,2011,7,30,4,0,1743816.41,1785187.29,1866243.0,1812102.1724999999,1834857.245
2,0,93.34,3.684,215.1978515,7.852,2011,8,31,4,0,1680693.06,1743816.41,1853161.99,1765714.6875,1821769.7
2,0,91.58,3.638,215.2593211,7.852,2011,8,32,4,0,1876704.26,1680693.06,1785187.29,1771600.255,1824952.2991666666
2,0,89.86,3.554,215.3229307,7.852,2011,8,33,4,0,1812768.26,1876704.26,1743816.41,1778495.4975,1835326.1658333333
2,0,90.45,3.523,215.386897,7.852,2011,8,34,4,0,1844094.59,1812768.26,1680693.06,1803565.0425,1839189.6683333332
2,0,89.64,3.533,215.4508632,7.852,2011,9,35,4,0,1821139.91,1844094.59,1876704.26,1838676.755,1829804.9766666666
2,1,77.97,3.546,215.5148295,7.852,2011,9,36,4,0,1809119.7,1821139.91,1812768.26,1821780.615,1819802.1883333332
2,0,78.85,3.526,215.6944378,7.852,2011,9,37,4,0,1748000.65,1809119.7,1844094.59,1805588.7125,1802654.576666667
2,0,75.58,3.467,216.0282356,7.852,2011,9,38,4,0,1691439.52,1748000.65,1821139.91,1767424.945,1794364.0533333335
2,0,78.14,3.355,216.3620333,7.852,2011,9,39,4,0,1669299.78,1691439.52,1809119.7,1729464.9125,1777952.1183333334
2,0,69.92,3.285,216.6958311,7.441,2011,10,40,4,0,1650394.44,1669299.78,1748000.65,1689783.5975,1761054.8224999998
2,0,71.67,3.274,217.0048261,7.441,2011,10,41,4,0,1837553.43,1650394.44,1691439.52,1712171.7925,1765418.6674999997
2,0,64.53,3.353,217.1650042,7.441,2011,10,42,4,0,1743882.19,1837553.43,1669299.78,1725282.46,1765424.1491666667
2,0,65.87,3.372,217.3251824,7.441,2011,10,43,4,0,1834680.25,1743882.19,1650394.44,1766627.5775,1778256.415
2,0,55.53,3.332,217.4853605,7.441,2011,11,44,4,0,1769296.25,1834680.25,1837553.43,1796353.03,1769305.7474999998
2,0,59.33,3.297,217.6455387,7.441,2011,11,45,4,0,1959707.9,1769296.25,1743882.19,1826891.6475,1781550.7175
2,0,62.01,3.308,217.8670218,7.441,2011,11,46,4,0,1920725.15,1959707.9,1834680.25,1871102.3875,1787936.5975000001
2,1,56.36,3.236,218.1130269,7.441,2011,11,47,4,0,1902762.5,1920725.15,1769296.25,1888122.95,1794738.4800000002
2,0,48.74,3.172,218.3590319,7.441,2011,12,48,4,0,2614202.3,1902762.5,1959707.9,2099349.4625,1861828.6966666665
2,0,41.76,3.158,218.605037,7.441,2011,12,49,4,0,1954952.0,2614202.3,1920725.15,2098160.4875,1879074.6425
2,0,50.13,3.159,218.8217928,7.441,2011,12,50,4,0,2290549.32,1954952.0,1902762.5,2190616.53,1929000.4591666665
2,0,46.66,3.112,218.9995495,7.441,2011,12,51,4,0,2432736.52,2290549.32,2614202.3,2323110.035,1992620.1875
2,1,44.57,3.129,219.1773063,7.441,2011,12,52,4,0,3224369.8,2432736.52,1954952.0,2475651.91,2123784.8008333333
2,0,46.75,3.157,219.355063,7.057,2012,1,1,4,0,1874226.52,3224369.8,2290549.32,2455470.54,2126840.8916666666
